Sample_name,Lithology,Type,Pressure,Temperature,Vp,Vs,rho,Reference
A-25,greywacke,S,200,25,6.056,3.556,2.706,Christensen_Okaya_2007
A-25,greywacke,S,400,25,6.147,3.591,2.706,Christensen_Okaya_2007
A-25,greywacke,S,600,25,6.199,3.61,2.706,Christensen_Okaya_2007
A-25,greywacke,S,800,25,6.237,3.523,2.706,Christensen_Okaya_2007
A-25,greywacke,S,1000,25,6.266,3.632,2.706,Christensen_Okaya_2007
,,,,,,,,
A-26,jadeite,M,20,25,6.831,3.936,2.971,Christensen_Okaya_2007
A-26,jadeite,M,40,25,6.963,3.974,2.971,Christensen_Okaya_2007
A-26,jadeite,M,60,25,7.015,3.998,2.971,Christensen_Okaya_2007
A-26,jadeite,M,80,25,7.053,4.015,2.971,Christensen_Okaya_2007
A-26,jadeite,M,100,25,7.077,4.028,2.971,Christensen_Okaya_2007
A-26,jadeite,M,200,25,7.136,4.065,2.971,Christensen_Okaya_2007
A-26,jadeite,M,400,25,7.188,4.095,2.971,Christensen_Okaya_2007
A-26,jadeite,M,600,25,7.129,4.111,2.971,Christensen_Okaya_2007
A-26,jadeite,M,800,25,7.241,4.122,2.971,Christensen_Okaya_2007
A-26,jadeite,M,1000,25,7.258,4.131,2.971,Christensen_Okaya_2007
,,,,,,,,
A-28,granite,I,20,25,5.075,2.975,2.631,Christensen_Okaya_2007
A-28,granite,I,40,25,5.44,3.2,2.631,Christensen_Okaya_2007
A-28,granite,I,60,25,5.675,3.343,2.631,Christensen_Okaya_2007
A-28,granite,I,80,25,5.831,3.436,2.631,Christensen_Okaya_2007
A-28,granite,I,100,25,5.939,3.498,2.631,Christensen_Okaya_2007
A-28,granite,I,200,25,6.162,3.615,2.631,Christensen_Okaya_2007
A-28,granite,I,400,25,6.27,3.66,2.631,Christensen_Okaya_2007
A-28,granite,I,600,25,6.322,3.681,2.631,Christensen_Okaya_2007
A-28,granite,I,800,25,6.359,3.695,2.631,Christensen_Okaya_2007
A-28,granite,I,1000,25,6.388,3.707,2.631,Christensen_Okaya_2007
,,,,,,,,
A-29,granite,I,20,25,4.582,2.797,2.65,Christensen_Okaya_2007
A-29,granite,I,40,25,5.125,3.096,2.65,Christensen_Okaya_2007
A-29,granite,I,60,25,5.473,3.289,2.65,Christensen_Okaya_2007
A-29,granite,I,80,25,5.704,3.415,2.65,Christensen_Okaya_2007
A-29,granite,I,100,25,5.86,3.499,2.65,Christensen_Okaya_2007
A-29,granite,I,200,25,6.175,3.654,2.65,Christensen_Okaya_2007
A-29,granite,I,400,25,6.319,3.705,2.65,Christensen_Okaya_2007
A-29,granite,I,600,25,6.389,3.725,2.65,Christensen_Okaya_2007
A-29,granite,I,800,25,6.44,3.74,2.65,Christensen_Okaya_2007
A-29,granite,I,1000,25,6.479,3.751,2.65,Christensen_Okaya_2007
,,,,,,,,
A-30,mylonite,M,20,25,4.954,3.089,2.677,Christensen_Okaya_2007
A-30,mylonite,M,40,25,5.319,3.26,2.677,Christensen_Okaya_2007
A-30,mylonite,M,60,25,5.556,3.37,2.677,Christensen_Okaya_2007
A-30,mylonite,M,80,25,5.716,3.443,2.677,Christensen_Okaya_2007
A-30,mylonite,M,100,25,5.827,3.493,2.677,Christensen_Okaya_2007
A-30,mylonite,M,200,25,6.058,3.591,2.677,Christensen_Okaya_2007
A-30,mylonite,M,400,25,6.165,3.634,2.677,Christensen_Okaya_2007
A-30,mylonite,M,600,25,6.216,3.654,2.677,Christensen_Okaya_2007
A-30,mylonite,M,800,25,6.251,3.668,2.677,Christensen_Okaya_2007
A-30,mylonite,M,1000,25,6.279,3.68,2.677,Christensen_Okaya_2007
,,,,,,,,
A-31b,greywacke,S,20,25,5.576,3.462,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,40,25,5.778,3.521,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,60,25,5.9,3.559,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,80,25,5.978,3.586,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,100,25,6.031,3.605,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,200,25,6.149,3.56,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,400,25,6.232,3.676,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,600,25,6.278,3.689,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,800,25,6.311,3.698,2.705,Christensen_Okaya_2007
A-31b,greywacke,S,1000,25,6.337,3.705,2.705,Christensen_Okaya_2007
,,,,,,,,
A-32b,greywacke,S,20,25,5.454,3.327,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,40,25,5.579,3.391,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,60,25,5.661,3.433,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,80,25,5.723,3.464,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,100,25,5.774,3.487,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,200,25,5.946,3.551,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,400,25,6.118,3.594,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,600,25,6.206,3.614,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,800,25,6.261,3.627,2.756,Christensen_Okaya_2007
A-32b,greywacke,S,1000,25,6.301,3.637,2.756,Christensen_Okaya_2007
,,,,,,,,
A-33,greenschist,M,20,25,4.078,2.471,2.624,Christensen_Okaya_2007
A-33,greenschist,M,40,25,4.504,2.741,2.624,Christensen_Okaya_2007
A-33,greenschist,M,60,25,4.799,2.892,2.624,Christensen_Okaya_2007
A-33,greenschist,M,80,25,5.024,3.063,2.624,Christensen_Okaya_2007
A-33,greenschist,M,100,25,5.201,3.165,2.624,Christensen_Okaya_2007
A-33,greenschist,M,200,25,5.695,3.419,2.624,Christensen_Okaya_2007
A-33,greenschist,M,400,25,6.022,3.564,2.624,Christensen_Okaya_2007
A-33,greenschist,M,600,25,6.158,3.63,2.624,Christensen_Okaya_2007
A-33,greenschist,M,800,25,6.249,3.676,2.624,Christensen_Okaya_2007
A-33,greenschist,M,1000,25,6.32,3.711,2.624,Christensen_Okaya_2007
,,,,,,,,
A-34,greenschist,M,20,25,4.786,3.125,2.701,Christensen_Okaya_2007
A-34,greenschist,M,40,25,5.145,3.286,2.701,Christensen_Okaya_2007
A-34,greenschist,M,60,25,5.38,3.392,2.701,Christensen_Okaya_2007
A-34,greenschist,M,80,25,5.544,3.466,2.701,Christensen_Okaya_2007
A-34,greenschist,M,100,25,5.662,3.519,2.701,Christensen_Okaya_2007
A-34,greenschist,M,200,25,5.941,3.64,2.701,Christensen_Okaya_2007
A-34,greenschist,M,400,25,6.113,3.706,2.701,Christensen_Okaya_2007
A-34,greenschist,M,600,25,6.202,3.736,2.701,Christensen_Okaya_2007
A-34,greenschist,M,800,25,6.266,3.758,2.701,Christensen_Okaya_2007
A-34,greenschist,M,1000,25,6.316,3.775,2.701,Christensen_Okaya_2007
,,,,,,,,
A-35,greenschist,M,20,25,5.349,3.187,2.741,Christensen_Okaya_2007
A-35,greenschist,M,40,25,5.564,3.281,2.741,Christensen_Okaya_2007
A-35,greenschist,M,60,25,5.702,3.342,2.741,Christensen_Okaya_2007
A-35,greenschist,M,80,25,5.8,3.377,2.741,Christensen_Okaya_2007
A-35,greenschist,M,100,25,5.873,3.421,2.741,Christensen_Okaya_2007
A-35,greenschist,M,200,25,6.069,3.51,2.741,Christensen_Okaya_2007
A-35,greenschist,M,400,25,6.225,3.573,2.741,Christensen_Okaya_2007
A-35,greenschist,M,600,25,6.311,3.605,2.741,Christensen_Okaya_2007
A-35,greenschist,M,800,25,6.372,3.628,2.741,Christensen_Okaya_2007
A-35,greenschist,M,1000,25,6.42,3.646,2.741,Christensen_Okaya_2007
,,,,,,,,
A-36,greenschist,M,20,25,5.317,3.22,2.783,Christensen_Okaya_2007
A-36,greenschist,M,40,25,5.699,3.37,2.783,Christensen_Okaya_2007
A-36,greenschist,M,60,25,5.939,3.467,2.783,Christensen_Okaya_2007
A-36,greenschist,M,80,25,6.101,3.534,2.783,Christensen_Okaya_2007
A-36,greenschist,M,100,25,6.215,3.581,2.783,Christensen_Okaya_2007
A-36,greenschist,M,200,25,6.46,3.682,2.783,Christensen_Okaya_2007
A-36,greenschist,M,400,25,6.592,3.733,2.783,Christensen_Okaya_2007
A-36,greenschist,M,600,25,6.659,3.758,2.783,Christensen_Okaya_2007
A-36,greenschist,M,800,25,6.707,3.773,2.783,Christensen_Okaya_2007
A-36,greenschist,M,1000,25,6.745,3.786,2.783,Christensen_Okaya_2007
,,,,,,,,
A-37,greenschist,M,20,25,5.058,2.865,2.742,Christensen_Okaya_2007
A-37,greenschist,M,40,25,5.488,3.047,2.742,Christensen_Okaya_2007
A-37,greenschist,M,60,25,5.768,3.166,2.742,Christensen_Okaya_2007
A-37,greenschist,M,80,25,5.961,3.249,2.742,Christensen_Okaya_2007
A-37,greenschist,M,100,25,6.097,3.309,2.742,Christensen_Okaya_2007
A-37,greenschist,M,200,25,6.406,3.447,2.742,Christensen_Okaya_2007
A-37,greenschist,M,400,25,6.583,3.524,2.742,Christensen_Okaya_2007
A-37,greenschist,M,600,25,6.672,3.562,2.742,Christensen_Okaya_2007
A-37,greenschist,M,800,25,6.736,3.589,2.742,Christensen_Okaya_2007
A-37,greenschist,M,1000,25,6.787,3.61,2.742,Christensen_Okaya_2007
,,,,,,,,
A-38,greenschist,M,20,25,5.62,3.489,2.749,Christensen_Okaya_2007
A-38,greenschist,M,40,25,5.81,3.561,2.749,Christensen_Okaya_2007
A-38,greenschist,M,60,25,5.917,3.598,2.749,Christensen_Okaya_2007
A-38,greenschist,M,80,25,5.986,3.621,2.749,Christensen_Okaya_2007
A-38,greenschist,M,100,25,6.033,3.639,2.749,Christensen_Okaya_2007
A-38,greenschist,M,200,25,6.151,3.688,2.749,Christensen_Okaya_2007
A-38,greenschist,M,400,25,6.252,3.73,2.749,Christensen_Okaya_2007
A-38,greenschist,M,600,25,6.31,3.752,2.749,Christensen_Okaya_2007
A-38,greenschist,M,800,25,6.352,3.769,2.749,Christensen_Okaya_2007
A-38,greenschist,M,1000,25,6.385,3.781,2.749,Christensen_Okaya_2007
,,,,,,,,
A-39,greenschist,M,20,25,4.881,2.86,2.762,Christensen_Okaya_2007
A-39,greenschist,M,40,25,5.198,3.011,2.762,Christensen_Okaya_2007
A-39,greenschist,M,60,25,5.415,3.113,2.762,Christensen_Okaya_2007
A-39,greenschist,M,80,25,5.577,3.189,2.762,Christensen_Okaya_2007
A-39,greenschist,M,100,25,5.702,3.246,2.762,Christensen_Okaya_2007
A-39,greenschist,M,200,25,6.04,3.397,2.762,Christensen_Okaya_2007
A-39,greenschist,M,400,25,6.268,3.492,2.762,Christensen_Okaya_2007
A-39,greenschist,M,600,25,6.375,3.535,2.762,Christensen_Okaya_2007
A-39,greenschist,M,800,25,6.449,3.564,2.762,Christensen_Okaya_2007
A-39,greenschist,M,1000,25,6.508,3.587,2.762,Christensen_Okaya_2007
,,,,,,,,
A-40,schist,M,20,25,4.06,2.734,2.649,Christensen_Okaya_2007
A-40,schist,M,40,25,4.645,2.953,2.649,Christensen_Okaya_2007
A-40,schist,M,60,25,5.016,3.104,2.649,Christensen_Okaya_2007
A-40,schist,M,80,25,5.274,3.215,2.649,Christensen_Okaya_2007
A-40,schist,M,100,25,5.461,3.299,2.649,Christensen_Okaya_2007
A-40,schist,M,200,25,5.937,3.515,2.649,Christensen_Okaya_2007
A-40,schist,M,400,25,6.247,3.641,2.649,Christensen_Okaya_2007
A-40,schist,M,600,25,6.396,3.694,2.649,Christensen_Okaya_2007
A-40,schist,M,800,25,6.502,3.729,2.649,Christensen_Okaya_2007
A-40,schist,M,1000,25,6.587,3.757,2.649,Christensen_Okaya_2007
,,,,,,,,
A-41,amphibolite,M,20,25,3.883,2.432,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,40,25,4.52,2.742,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,60,25,4.981,2.959,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,80,25,5.332,3.119,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,100,25,5.604,3.239,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,200,25,6.329,3.534,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,400,25,6.746,3.688,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,600,25,6.907,3.651,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,800,25,7.014,3.794,2.955,Christensen_Okaya_2007
A-41,amphibolite,M,1000,25,7.098,3.828,2.955,Christensen_Okaya_2007
,,,,,,,,
A-42,greenschist,M,20,25,4.342,2.96,2.659,Christensen_Okaya_2007
A-42,greenschist,M,40,25,5.03,3.147,2.659,Christensen_Okaya_2007
A-42,greenschist,M,60,25,5.426,3.261,2.659,Christensen_Okaya_2007
A-42,greenschist,M,80,25,5.662,3.336,2.659,Christensen_Okaya_2007
A-42,greenschist,M,100,25,5.808,3.387,2.659,Christensen_Okaya_2007
A-42,greenschist,M,200,25,6.067,3.502,2.659,Christensen_Okaya_2007
A-42,greenschist,M,400,25,6.208,3.572,2.659,Christensen_Okaya_2007
A-42,greenschist,M,600,25,6.288,3.607,2.659,Christensen_Okaya_2007
A-42,greenschist,M,800,25,6.346,3.633,2.659,Christensen_Okaya_2007
A-42,greenschist,M,1000,25,6.392,3.649,2.659,Christensen_Okaya_2007
,,,,,,,,
A-43,greenschist,M,20,25,4.49,2.8,2.746,Christensen_Okaya_2007
A-43,greenschist,M,40,25,5.128,3.071,2.746,Christensen_Okaya_2007
A-43,greenschist,M,60,25,5.544,3.25,2.746,Christensen_Okaya_2007
A-43,greenschist,M,80,25,5.824,3.369,2.746,Christensen_Okaya_2007
A-43,greenschist,M,100,25,6.014,3.452,2.746,Christensen_Okaya_2007
A-43,greenschist,M,200,25,6.392,3.617,2.746,Christensen_Okaya_2007
A-43,greenschist,M,400,25,6.539,3.681,2.746,Christensen_Okaya_2007
A-43,greenschist,M,600,25,6.608,3.708,2.746,Christensen_Okaya_2007
A-43,greenschist,M,800,25,6.655,3.727,2.746,Christensen_Okaya_2007
A-43,greenschist,M,1000,25,6.692,3.742,2.746,Christensen_Okaya_2007
,,,,,,,,
A-44,schist,M,20,25,4.018,2.429,2.715,Christensen_Okaya_2007
A-44,schist,M,40,25,4.718,2.766,2.715,Christensen_Okaya_2007
A-44,schist,M,60,25,5.186,2.987,2.715,Christensen_Okaya_2007
A-44,schist,M,80,25,5.51,3.137,2.715,Christensen_Okaya_2007
A-44,schist,M,100,25,5.736,3.24,2.715,Christensen_Okaya_2007
A-44,schist,M,200,25,6.212,3.445,2.715,Christensen_Okaya_2007
A-44,schist,M,400,25,6.42,3.527,2.715,Christensen_Okaya_2007
A-44,schist,M,600,25,6.513,3.563,2.715,Christensen_Okaya_2007
A-44,schist,M,800,25,6.581,3.588,2.715,Christensen_Okaya_2007
A-44,schist,M,1000,25,6.635,3.608,2.715,Christensen_Okaya_2007
,,,,,,,,
A-45,schist,M,20,25,4.38,2.38,2.7,Christensen_Okaya_2007
A-45,schist,M,40,25,4.925,2.66,2.7,Christensen_Okaya_2007
A-45,schist,M,60,25,5.29,2.85,2.7,Christensen_Okaya_2007
A-45,schist,M,80,25,5.547,2.984,2.7,Christensen_Okaya_2007
A-45,schist,M,100,25,5.732,3.08,2.7,Christensen_Okaya_2007
A-45,schist,M,200,25,6.157,4.293,2.7,Christensen_Okaya_2007
A-45,schist,M,400,25,6.377,3.389,2.7,Christensen_Okaya_2007
A-45,schist,M,600,25,6.473,3.428,2.7,Christensen_Okaya_2007
A-45,schist,M,800,25,6.541,3.455,2.7,Christensen_Okaya_2007
A-45,schist,M,1000,25,6.594,3.476,2.7,Christensen_Okaya_2007
,,,,,,,,
A-46,gabbro,I,20,25,3.973,2.567,2.896,Christensen_Okaya_2007
A-46,gabbro,I,40,25,4.898,3.054,2.896,Christensen_Okaya_2007
A-46,gabbro,I,60,25,5.508,3.344,2.896,Christensen_Okaya_2007
A-46,gabbro,I,80,25,5.918,3.523,2.896,Christensen_Okaya_2007
A-46,gabbro,I,100,25,6.201,3.636,2.896,Christensen_Okaya_2007
A-46,gabbro,I,200,25,6.753,3.833,2.896,Christensen_Okaya_2007
A-46,gabbro,I,400,25,6.955,3.902,2.896,Christensen_Okaya_2007
A-46,gabbro,I,600,25,7.04,3.934,2.896,Christensen_Okaya_2007
A-46,gabbro,I,800,25,7.101,3.957,2.896,Christensen_Okaya_2007
A-46,gabbro,I,1000,25,7.149,3.975,2.896,Christensen_Okaya_2007
,,,,,,,,
A-47,gabbro,I,20,25,3.991,2.628,3.032,Christensen_Okaya_2007
A-47,gabbro,I,40,25,4.765,3.059,3.032,Christensen_Okaya_2007
A-47,gabbro,I,60,25,5.521,3.34,3.032,Christensen_Okaya_2007
A-47,gabbro,I,80,25,5.956,3.526,3.032,Christensen_Okaya_2007
A-47,gabbro,I,100,25,6.262,3.652,3.032,Christensen_Okaya_2007
A-47,gabbro,I,200,25,6.89,3.885,3.032,Christensen_Okaya_2007
A-47,gabbro,I,400,25,7.073,3.956,3.032,Christensen_Okaya_2007
A-47,gabbro,I,600,25,7.155,3.982,3.032,Christensen_Okaya_2007
A-47,gabbro,I,800,25,7.199,4.001,3.032,Christensen_Okaya_2007
A-47,gabbro,I,1000,25,7.233,4.015,3.032,Christensen_Okaya_2007
,,,,,,,,
A-48,gabbro,I,20,25,4.132,2.602,2.857,Christensen_Okaya_2007
A-48,gabbro,I,40,25,4.877,2.973,2.857,Christensen_Okaya_2007
A-48,gabbro,I,60,25,5.381,3.214,2.857,Christensen_Okaya_2007
A-48,gabbro,I,80,25,5.64,3.373,2.857,Christensen_Okaya_2007
A-48,gabbro,I,100,25,5.976,3.48,2.857,Christensen_Okaya_2007
A-48,gabbro,I,200,25,6.481,3.697,2.857,Christensen_Okaya_2007
A-48,gabbro,I,400,25,6.611,3.744,2.857,Christensen_Okaya_2007
A-48,gabbro,I,600,25,6.739,3.77,2.857,Christensen_Okaya_2007
A-48,gabbro,I,800,25,6.789,3.788,2.857,Christensen_Okaya_2007
A-48,gabbro,I,1000,25,6.829,3.802,2.857,Christensen_Okaya_2007
,,,,,,,,
A-49,greenschist,M,20,25,4.409,2.875,2.768,Christensen_Okaya_2007
A-49,greenschist,M,40,25,4.816,3.092,2.768,Christensen_Okaya_2007
A-49,greenschist,M,60,25,5.103,3.24,2.768,Christensen_Okaya_2007
A-49,greenschist,M,80,25,5.318,3.347,2.768,Christensen_Okaya_2007
A-49,greenschist,M,100,25,5.484,3.427,2.768,Christensen_Okaya_2007
A-49,greenschist,M,200,25,5.924,3.621,2.768,Christensen_Okaya_2007
A-49,greenschist,M,400,25,6.191,3.729,2.768,Christensen_Okaya_2007
A-49,greenschist,M,600,25,6.303,3.776,2.768,Christensen_Okaya_2007
A-49,greenschist,M,800,25,6.38,3.809,2.768,Christensen_Okaya_2007
A-49,greenschist,M,1000,25,6.44,3.834,2.768,Christensen_Okaya_2007
,,M,,,,,,
A-50,gneiss,M,20,25,4.197,2.599,2.679,Christensen_Okaya_2007
A-50,gneiss,M,40,25,4.689,2.895,2.679,Christensen_Okaya_2007
A-50,gneiss,M,60,25,5.032,3.091,2.679,Christensen_Okaya_2007
A-50,gneiss,M,80,25,5.279,3.225,2.679,Christensen_Okaya_2007
A-50,gneiss,M,100,25,5.461,3.319,2.679,Christensen_Okaya_2007
A-50,gneiss,M,200,25,5.882,3.515,2.679,Christensen_Okaya_2007
A-50,gneiss,M,400,25,6.067,3.602,2.679,Christensen_Okaya_2007
A-50,gneiss,M,600,25,6.153,3.642,2.679,Christensen_Okaya_2007
A-50,gneiss,M,800,25,6.206,3.67,2.679,Christensen_Okaya_2007
A-50,gneiss,M,1000,25,6.247,3.693,2.679,Christensen_Okaya_2007
,,M,,,,,,
A-51,greenschist,M,20,25,4.472,2.954,2.732,Christensen_Okaya_2007
A-51,greenschist,M,40,25,4.924,3.156,2.732,Christensen_Okaya_2007
A-51,greenschist,M,60,25,5.247,3.29,2.732,Christensen_Okaya_2007
A-51,greenschist,M,80,25,5.488,3.383,2.732,Christensen_Okaya_2007
A-51,greenschist,M,100,25,5.673,3.45,2.732,Christensen_Okaya_2007
A-51,greenschist,M,200,25,6.145,3.382,2.732,Christensen_Okaya_2007
A-51,greenschist,M,400,25,6.398,3.676,2.732,Christensen_Okaya_2007
A-51,greenschist,M,600,25,6.493,3.71,2.732,Christensen_Okaya_2007
A-51,greenschist,M,800,25,6.568,3.734,2.732,Christensen_Okaya_2007
A-51,greenschist,M,1000,25,6.609,3.753,2.732,Christensen_Okaya_2007
,,M,,,,,,
A-52,amphibolite,M,20,25,5.185,3.089,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,40,25,5.558,3.222,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,60,25,5.811,3.225,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,80,25,5.993,3.378,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,100,25,6.129,3.428,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,200,25,6.463,3.562,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,400,25,6.658,3.65,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,600,25,6.75,3.689,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,800,25,6.816,3.715,2.968,Christensen_Okaya_2007
A-52,amphibolite,M,1000,25,6.867,3.736,2.968,Christensen_Okaya_2007
,,M,,,,,,
A-53,amphibolite,M,20,25,4.06,2.515,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,40,25,4.751,2.889,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,60,25,5.246,3.145,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,80,25,5.616,3.328,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,100,25,5.896,3.459,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,200,25,6.594,3.751,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,400,25,7.155,3.881,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,600,25,7.073,3.933,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,800,25,7.159,3.969,3.03,Christensen_Okaya_2007
A-53,amphibolite,M,1000,25,7.227,3.998,3.03,Christensen_Okaya_2007
,,M,,,,,,
A-54,amphibolite,M,20,25,4.299,2.77,2.819,Christensen_Okaya_2007
A-54,amphibolite,M,40,25,5.056,3.017,2.819,Christensen_Okaya_2007
A-54,amphibolite,M,60,25,5.543,3.182,2.819,Christensen_Okaya_2007
A-54,amphibolite,M,80,25,5.862,3.295,2.819,Christensen_Okaya_2007
